"Id","sleepday","totalsleeprecords","totalminutesasleep","totaltimeinbed","default_date","day_number","dow_number","day_of_week","part_of_week","minutes_awake"
4319703577,"2016-04-14 00:00:00",1,535,557,"2016-04-14",14,4,"Thursday","Weekday",22
4020332650,"2016-05-05 00:00:00",1,226,248,"2016-05-05",5,4,"Thursday","Weekday",22
1503960366,"2016-05-05 00:00:00",1,247,264,"2016-05-05",5,4,"Thursday","Weekday",17
4702921684,"2016-05-05 00:00:00",1,414,428,"2016-05-05",5,4,"Thursday","Weekday",14
3977333714,"2016-04-28 00:00:00",1,261,423,"2016-04-28",28,4,"Thursday","Weekday",162
1503960366,"2016-04-28 00:00:00",1,366,393,"2016-04-28",28,4,"Thursday","Weekday",27
5577150313,"2016-04-28 00:00:00",1,361,372,"2016-04-28",28,4,"Thursday","Weekday",11
7086361926,"2016-04-21 00:00:00",1,390,411,"2016-04-21",21,4,"Thursday","Weekday",21
4445114986,"2016-05-05 00:00:00",2,462,513,"2016-05-05",5,4,"Thursday","Weekday",51
4319703577,"2016-04-28 00:00:00",1,497,522,"2016-04-28",28,4,"Thursday","Weekday",25
2026352035,"2016-04-21 00:00:00",1,477,514,"2016-04-21",21,4,"Thursday","Weekday",37
2026352035,"2016-05-05 00:00:00",1,468,485,"2016-05-05",5,4,"Thursday","Weekday",17
4702921684,"2016-04-14 00:00:00",1,384,415,"2016-04-14",14,4,"Thursday","Weekday",31
5577150313,"2016-05-05 00:00:00",1,74,78,"2016-05-05",5,4,"Thursday","Weekday",4
4445114986,"2016-04-28 00:00:00",1,419,442,"2016-04-28",28,4,"Thursday","Weekday",23
8378563200,"2016-05-05 00:00:00",1,381,417,"2016-05-05",5,4,"Thursday","Weekday",36
8792009665,"2016-04-14 00:00:00",1,486,503,"2016-04-14",14,4,"Thursday","Weekday",17
7086361926,"2016-05-12 00:00:00",1,444,457,"2016-05-12",12,4,"Thursday","Weekday",13
4388161847,"2016-04-28 00:00:00",1,428,458,"2016-04-28",28,4,"Thursday","Weekday",30
4702921684,"2016-05-12 00:00:00",1,404,442,"2016-05-12",12,4,"Thursday","Weekday",38
3977333714,"2016-04-14 00:00:00",1,291,397,"2016-04-14",14,4,"Thursday","Weekday",106
6117666160,"2016-04-21 00:00:00",1,508,550,"2016-04-21",21,4,"Thursday","Weekday",42
4445114986,"2016-04-21 00:00:00",1,436,469,"2016-04-21",21,4,"Thursday","Weekday",33
5553957443,"2016-04-14 00:00:00",1,357,418,"2016-04-14",14,4,"Thursday","Weekday",61
7086361926,"2016-04-28 00:00:00",1,354,367,"2016-04-28",28,4,"Thursday","Weekday",13
4388161847,"2016-05-05 00:00:00",1,471,495,"2016-05-05",5,4,"Thursday","Weekday",24
6117666160,"2016-04-28 00:00:00",1,393,416,"2016-04-28",28,4,"Thursday","Weekday",23
6962181067,"2016-04-28 00:00:00",1,440,453,"2016-04-28",28,4,"Thursday","Weekday",13
8378563200,"2016-04-14 00:00:00",1,424,455,"2016-04-14",14,4,"Thursday","Weekday",31
6117666160,"2016-05-05 00:00:00",1,392,415,"2016-05-05",5,4,"Thursday","Weekday",23
6775888955,"2016-04-14 00:00:00",1,423,441,"2016-04-14",14,4,"Thursday","Weekday",18
2347167796,"2016-04-28 00:00:00",1,408,450,"2016-04-28",28,4,"Thursday","Weekday",42
4702921684,"2016-04-21 00:00:00",1,425,434,"2016-04-21",21,4,"Thursday","Weekday",9
5553957443,"2016-04-21 00:00:00",1,399,431,"2016-04-21",21,4,"Thursday","Weekday",32
7086361926,"2016-04-14 00:00:00",1,472,476,"2016-04-14",14,4,"Thursday","Weekday",4
3977333714,"2016-04-21 00:00:00",1,332,512,"2016-04-21",21,4,"Thursday","Weekday",180
6962181067,"2016-04-14 00:00:00",2,508,535,"2016-04-14",14,4,"Thursday","Weekday",27
8378563200,"2016-05-12 00:00:00",1,496,546,"2016-05-12",12,4,"Thursday","Weekday",50
8378563200,"2016-04-21 00:00:00",1,396,417,"2016-04-21",21,4,"Thursday","Weekday",21
6117666160,"2016-05-06 00:00:00",2,658,698,"2016-05-06",6,5,"Friday","Weekday",40
7086361926,"2016-05-06 00:00:00",1,322,333,"2016-05-06",6,5,"Friday","Weekday",11
6775888955,"2016-04-15 00:00:00",1,391,406,"2016-04-15",15,5,"Friday","Weekday",15
8792009665,"2016-04-15 00:00:00",1,363,377,"2016-04-15",15,5,"Friday","Weekday",14
1844505072,"2016-04-15 00:00:00",1,644,961,"2016-04-15",15,5,"Friday","Weekday",317
6962181067,"2016-04-15 00:00:00",1,370,386,"2016-04-15",15,5,"Friday","Weekday",16
3977333714,"2016-05-06 00:00:00",1,323,512,"2016-05-06",6,5,"Friday","Weekday",189
7086361926,"2016-04-22 00:00:00",1,428,448,"2016-04-22",22,5,"Friday","Weekday",20
2026352035,"2016-04-22 00:00:00",1,520,545,"2016-04-22",22,5,"Friday","Weekday",25
6962181067,"2016-04-22 00:00:00",1,425,435,"2016-04-22",22,5,"Friday","Weekday",10
7086361926,"2016-04-15 00:00:00",1,377,386,"2016-04-15",15,5,"Friday","Weekday",9
6962181067,"2016-04-29 00:00:00",1,433,447,"2016-04-29",29,5,"Friday","Weekday",14
3977333714,"2016-04-22 00:00:00",1,355,476,"2016-04-22",22,5,"Friday","Weekday",121
2026352035,"2016-04-15 00:00:00",1,523,573,"2016-04-15",15,5,"Friday","Weekday",50
6962181067,"2016-05-06 00:00:00",1,443,462,"2016-05-06",6,5,"Friday","Weekday",19
8378563200,"2016-04-15 00:00:00",1,513,533,"2016-04-15",15,5,"Friday","Weekday",20
1927972279,"2016-04-15 00:00:00",2,475,499,"2016-04-15",15,5,"Friday","Weekday",24
4702921684,"2016-04-29 00:00:00",1,433,447,"2016-04-29",29,5,"Friday","Weekday",14
4702921684,"2016-05-06 00:00:00",1,404,449,"2016-05-06",6,5,"Friday","Weekday",45
4445114986,"2016-05-06 00:00:00",2,374,402,"2016-05-06",6,5,"Friday","Weekday",28
3977333714,"2016-04-15 00:00:00",1,424,556,"2016-04-15",15,5,"Friday","Weekday",132
5553957443,"2016-04-15 00:00:00",1,377,409,"2016-04-15",15,5,"Friday","Weekday",32
4445114986,"2016-04-15 00:00:00",2,337,379,"2016-04-15",15,5,"Friday","Weekday",42
2347167796,"2016-04-29 00:00:00",1,411,473,"2016-04-29",29,5,"Friday","Weekday",62
8792009665,"2016-04-29 00:00:00",1,398,406,"2016-04-29",29,5,"Friday","Weekday",8
5553957443,"2016-04-22 00:00:00",1,322,353,"2016-04-22",22,5,"Friday","Weekday",31
4445114986,"2016-04-29 00:00:00",1,106,108,"2016-04-29",29,5,"Friday","Weekday",2
4319703577,"2016-04-15 00:00:00",1,465,491,"2016-04-15",15,5,"Friday","Weekday",26
4388161847,"2016-04-22 00:00:00",1,82,85,"2016-04-22",22,5,"Friday","Weekday",3
5553957443,"2016-04-29 00:00:00",1,450,495,"2016-04-29",29,5,"Friday","Weekday",45
2347167796,"2016-04-22 00:00:00",1,405,461,"2016-04-22",22,5,"Friday","Weekday",56
8378563200,"2016-04-29 00:00:00",1,527,562,"2016-04-29",29,5,"Friday","Weekday",35
5553957443,"2016-05-06 00:00:00",1,400,434,"2016-05-06",6,5,"Friday","Weekday",34
1503960366,"2016-04-15 00:00:00",1,412,442,"2016-04-15",15,5,"Friday","Weekday",30
2347167796,"2016-04-15 00:00:00",1,452,504,"2016-04-15",15,5,"Friday","Weekday",52
3977333714,"2016-04-29 00:00:00",1,333,478,"2016-04-29",29,5,"Friday","Weekday",145
4388161847,"2016-04-15 00:00:00",1,499,526,"2016-04-15",15,5,"Friday","Weekday",27
5577150313,"2016-04-15 00:00:00",1,392,413,"2016-04-15",15,5,"Friday","Weekday",21
4558609924,"2016-04-29 00:00:00",1,171,179,"2016-04-29",29,5,"Friday","Weekday",8
1503960366,"2016-04-29 00:00:00",1,341,354,"2016-04-29",29,5,"Friday","Weekday",13
5577150313,"2016-04-22 00:00:00",1,338,366,"2016-04-22",22,5,"Friday","Weekday",28
4319703577,"2016-04-22 00:00:00",1,533,550,"2016-04-22",22,5,"Friday","Weekday",17
4319703577,"2016-05-06 00:00:00",1,450,491,"2016-05-06",6,5,"Friday","Weekday",41
5577150313,"2016-04-29 00:00:00",1,459,485,"2016-04-29",29,5,"Friday","Weekday",26
8378563200,"2016-04-22 00:00:00",1,441,469,"2016-04-22",22,5,"Friday","Weekday",28
2026352035,"2016-05-06 00:00:00",1,524,548,"2016-05-06",6,5,"Friday","Weekday",24
4319703577,"2016-04-29 00:00:00",1,523,546,"2016-04-29",29,5,"Friday","Weekday",23
4702921684,"2016-04-15 00:00:00",1,253,257,"2016-04-15",15,5,"Friday","Weekday",4
1503960366,"2016-05-06 00:00:00",1,334,367,"2016-05-06",6,5,"Friday","Weekday",33
2026352035,"2016-04-29 00:00:00",1,490,510,"2016-04-29",29,5,"Friday","Weekday",20
8378563200,"2016-05-06 00:00:00",1,323,355,"2016-05-06",6,5,"Friday","Weekday",32
6117666160,"2016-04-22 00:00:00",1,480,546,"2016-04-22",22,5,"Friday","Weekday",66
4020332650,"2016-05-06 00:00:00",1,385,408,"2016-05-06",6,5,"Friday","Weekday",23
8792009665,"2016-04-22 00:00:00",1,391,407,"2016-04-22",22,5,"Friday","Weekday",16
6117666160,"2016-04-29 00:00:00",1,600,636,"2016-04-29",29,5,"Friday","Weekday",36
1644430081,"2016-04-29 00:00:00",1,119,127,"2016-04-29",29,5,"Friday","Weekday",8
4445114986,"2016-04-22 00:00:00",1,388,417,"2016-04-22",22,5,"Friday","Weekday",29
3977333714,"2016-04-23 00:00:00",1,235,372,"2016-04-23",23,6,"Saturday","Weekend",137
4445114986,"2016-04-30 00:00:00",1,322,353,"2016-04-30",30,6,"Saturday","Weekend",31
4445114986,"2016-05-07 00:00:00",2,401,436,"2016-05-07",7,6,"Saturday","Weekend",35
3977333714,"2016-04-30 00:00:00",1,237,382,"2016-04-30",30,6,"Saturday","Weekend",145
4702921684,"2016-04-16 00:00:00",2,382,406,"2016-04-16",16,6,"Saturday","Weekend",24
3977333714,"2016-05-07 00:00:00",1,237,443,"2016-05-07",7,6,"Saturday","Weekend",206
8378563200,"2016-04-23 00:00:00",1,565,591,"2016-04-23",23,6,"Saturday","Weekend",26
4702921684,"2016-04-23 00:00:00",1,465,475,"2016-04-23",23,6,"Saturday","Weekend",10
4702921684,"2016-04-30 00:00:00",1,479,501,"2016-04-30",30,6,"Saturday","Weekend",22
4702921684,"2016-05-07 00:00:00",1,520,543,"2016-05-07",7,6,"Saturday","Weekend",23
4702921684,"2016-05-07 00:00:00",1,520,543,"2016-05-07",7,6,"Saturday","Weekend",23
3977333714,"2016-04-16 00:00:00",1,283,510,"2016-04-16",16,6,"Saturday","Weekend",227
1503960366,"2016-04-30 00:00:00",1,404,425,"2016-04-30",30,6,"Saturday","Weekend",21
5553957443,"2016-04-16 00:00:00",2,651,686,"2016-04-16",16,6,"Saturday","Weekend",35
5553957443,"2016-04-23 00:00:00",2,631,725,"2016-04-23",23,6,"Saturday","Weekend",94
2347167796,"2016-04-23 00:00:00",1,374,386,"2016-04-23",23,6,"Saturday","Weekend",12
5553957443,"2016-04-30 00:00:00",2,775,843,"2016-04-30",30,6,"Saturday","Weekend",68
5553957443,"2016-05-07 00:00:00",1,442,470,"2016-05-07",7,6,"Saturday","Weekend",28
8378563200,"2016-04-30 00:00:00",1,468,555,"2016-04-30",30,6,"Saturday","Weekend",87
5577150313,"2016-04-16 00:00:00",1,406,445,"2016-04-16",16,6,"Saturday","Weekend",39
2320127002,"2016-04-23 00:00:00",1,61,69,"2016-04-23",23,6,"Saturday","Weekend",8
5577150313,"2016-04-23 00:00:00",1,384,402,"2016-04-23",23,6,"Saturday","Weekend",18
2026352035,"2016-05-07 00:00:00",1,511,521,"2016-05-07",7,6,"Saturday","Weekend",10
5577150313,"2016-04-30 00:00:00",1,412,433,"2016-04-30",30,6,"Saturday","Weekend",21
8792009665,"2016-04-30 00:00:00",1,343,360,"2016-04-30",30,6,"Saturday","Weekend",17
6117666160,"2016-04-16 00:00:00",1,380,398,"2016-04-16",16,6,"Saturday","Weekend",18
2026352035,"2016-04-30 00:00:00",1,573,607,"2016-04-30",30,6,"Saturday","Weekend",34
6117666160,"2016-04-23 00:00:00",1,492,539,"2016-04-23",23,6,"Saturday","Weekend",47
8378563200,"2016-05-07 00:00:00",2,459,513,"2016-05-07",7,6,"Saturday","Weekend",54
6117666160,"2016-05-07 00:00:00",2,498,507,"2016-05-07",7,6,"Saturday","Weekend",9
6962181067,"2016-04-16 00:00:00",1,357,366,"2016-04-16",16,6,"Saturday","Weekend",9
2026352035,"2016-04-23 00:00:00",1,522,554,"2016-04-23",23,6,"Saturday","Weekend",32
1503960366,"2016-04-23 00:00:00",1,361,384,"2016-04-23",23,6,"Saturday","Weekend",23
6962181067,"2016-04-23 00:00:00",1,528,546,"2016-04-23",23,6,"Saturday","Weekend",18
6962181067,"2016-04-30 00:00:00",1,422,424,"2016-04-30",30,6,"Saturday","Weekend",2
2026352035,"2016-04-16 00:00:00",1,524,567,"2016-04-16",16,6,"Saturday","Weekend",43
6962181067,"2016-05-07 00:00:00",1,298,334,"2016-05-07",7,6,"Saturday","Weekend",36
7007744171,"2016-04-16 00:00:00",1,79,82,"2016-04-16",16,6,"Saturday","Weekend",3
1844505072,"2016-04-30 00:00:00",1,722,961,"2016-04-30",30,6,"Saturday","Weekend",239
7086361926,"2016-04-30 00:00:00",1,485,489,"2016-04-30",30,6,"Saturday","Weekend",4
1644430081,"2016-04-30 00:00:00",1,124,142,"2016-04-30",30,6,"Saturday","Weekend",18
1503960366,"2016-04-16 00:00:00",2,340,367,"2016-04-16",16,6,"Saturday","Weekend",27
7086361926,"2016-05-07 00:00:00",1,530,548,"2016-05-07",7,6,"Saturday","Weekend",18
8792009665,"2016-04-23 00:00:00",1,339,360,"2016-04-23",23,6,"Saturday","Weekend",21
8053475328,"2016-04-23 00:00:00",1,331,337,"2016-04-23",23,6,"Saturday","Weekend",6
8053475328,"2016-05-07 00:00:00",1,74,75,"2016-05-07",7,6,"Saturday","Weekend",1
4319703577,"2016-04-30 00:00:00",1,490,516,"2016-04-30",30,6,"Saturday","Weekend",26
4319703577,"2016-05-07 00:00:00",1,507,530,"2016-05-07",7,6,"Saturday","Weekend",23
4319703577,"2016-04-23 00:00:00",1,692,722,"2016-04-23",23,6,"Saturday","Weekend",30
4388161847,"2016-04-16 00:00:00",2,426,448,"2016-04-16",16,6,"Saturday","Weekend",22
4319703577,"2016-04-16 00:00:00",1,506,522,"2016-04-16",16,6,"Saturday","Weekend",16
4388161847,"2016-04-23 00:00:00",1,478,501,"2016-04-23",23,6,"Saturday","Weekend",23
4388161847,"2016-04-30 00:00:00",2,409,430,"2016-04-30",30,6,"Saturday","Weekend",21
4388161847,"2016-05-07 00:00:00",1,472,496,"2016-05-07",7,6,"Saturday","Weekend",24
8378563200,"2016-04-16 00:00:00",2,611,689,"2016-04-16",16,6,"Saturday","Weekend",78
4445114986,"2016-04-16 00:00:00",1,462,499,"2016-04-16",16,6,"Saturday","Weekend",37
4020332650,"2016-04-16 00:00:00",1,77,77,"2016-04-16",16,6,"Saturday","Weekend",0
1503960366,"2016-05-07 00:00:00",1,331,349,"2016-05-07",7,6,"Saturday","Weekend",18
4445114986,"2016-05-01 00:00:00",2,439,459,"2016-05-01",1,0,"Sunday","Weekend",20
7086361926,"2016-05-08 00:00:00",1,481,510,"2016-05-08",8,0,"Sunday","Weekend",29
6117666160,"2016-05-01 00:00:00",1,507,575,"2016-05-01",1,0,"Sunday","Weekend",68
6117666160,"2016-04-24 00:00:00",1,353,367,"2016-04-24",24,0,"Sunday","Weekend",14
6117666160,"2016-04-17 00:00:00",2,336,350,"2016-04-17",17,0,"Sunday","Weekend",14
4388161847,"2016-05-08 00:00:00",2,529,541,"2016-05-08",8,0,"Sunday","Weekend",12
4020332650,"2016-05-08 00:00:00",1,364,402,"2016-05-08",8,0,"Sunday","Weekend",38
4702921684,"2016-04-17 00:00:00",1,591,612,"2016-04-17",17,0,"Sunday","Weekend",21
2026352035,"2016-05-01 00:00:00",1,527,546,"2016-05-01",1,0,"Sunday","Weekend",19
3977333714,"2016-05-08 00:00:00",2,259,456,"2016-05-08",8,0,"Sunday","Weekend",197
4319703577,"2016-05-01 00:00:00",1,484,500,"2016-05-01",1,0,"Sunday","Weekend",16
5577150313,"2016-05-01 00:00:00",1,379,398,"2016-05-01",1,0,"Sunday","Weekend",19
4319703577,"2016-04-24 00:00:00",1,467,501,"2016-04-24",24,0,"Sunday","Weekend",34
2026352035,"2016-05-08 00:00:00",1,541,568,"2016-05-08",8,0,"Sunday","Weekend",27
4558609924,"2016-05-08 00:00:00",1,123,134,"2016-05-08",8,0,"Sunday","Weekend",11
4319703577,"2016-05-08 00:00:00",1,602,638,"2016-05-08",8,0,"Sunday","Weekend",36
8378563200,"2016-04-17 00:00:00",2,525,591,"2016-04-17",17,0,"Sunday","Weekend",66
5577150313,"2016-04-24 00:00:00",1,543,615,"2016-04-24",24,0,"Sunday","Weekend",72
1503960366,"2016-05-08 00:00:00",1,594,611,"2016-05-08",8,0,"Sunday","Weekend",17
5577150313,"2016-04-17 00:00:00",1,549,583,"2016-04-17",17,0,"Sunday","Weekend",34
8378563200,"2016-05-01 00:00:00",1,475,539,"2016-05-01",1,0,"Sunday","Weekend",64
4558609924,"2016-05-01 00:00:00",1,115,129,"2016-05-01",1,0,"Sunday","Weekend",14
4388161847,"2016-04-17 00:00:00",2,619,641,"2016-04-17",17,0,"Sunday","Weekend",22
2347167796,"2016-04-17 00:00:00",1,556,602,"2016-04-17",17,0,"Sunday","Weekend",46
3977333714,"2016-05-01 00:00:00",1,383,626,"2016-05-01",1,0,"Sunday","Weekend",243
5553957443,"2016-05-08 00:00:00",1,568,608,"2016-05-08",8,0,"Sunday","Weekend",40
5553957443,"2016-05-01 00:00:00",2,622,686,"2016-05-01",1,0,"Sunday","Weekend",64
2347167796,"2016-04-24 00:00:00",1,442,459,"2016-04-24",24,0,"Sunday","Weekend",17
4445114986,"2016-05-08 00:00:00",1,361,391,"2016-05-08",8,0,"Sunday","Weekend",30
4388161847,"2016-04-24 00:00:00",3,552,595,"2016-04-24",24,0,"Sunday","Weekend",43
5553957443,"2016-04-24 00:00:00",2,553,640,"2016-04-24",24,0,"Sunday","Weekend",87
5553957443,"2016-04-17 00:00:00",1,350,402,"2016-04-17",17,0,"Sunday","Weekend",52
1503960366,"2016-05-01 00:00:00",1,369,396,"2016-05-01",1,0,"Sunday","Weekend",27
4445114986,"2016-04-17 00:00:00",1,98,107,"2016-04-17",17,0,"Sunday","Weekend",9
4388161847,"2016-05-01 00:00:00",1,547,597,"2016-05-01",1,0,"Sunday","Weekend",50
7007744171,"2016-05-01 00:00:00",1,58,61,"2016-05-01",1,0,"Sunday","Weekend",3
6962181067,"2016-05-08 00:00:00",1,541,569,"2016-05-08",8,0,"Sunday","Weekend",28
1503960366,"2016-04-17 00:00:00",1,700,712,"2016-04-17",17,0,"Sunday","Weekend",12
6962181067,"2016-05-01 00:00:00",1,411,426,"2016-05-01",1,0,"Sunday","Weekend",15
8792009665,"2016-05-01 00:00:00",1,503,527,"2016-05-01",1,0,"Sunday","Weekend",24
1844505072,"2016-05-01 00:00:00",1,590,961,"2016-05-01",1,0,"Sunday","Weekend",371
2026352035,"2016-04-17 00:00:00",1,437,498,"2016-04-17",17,0,"Sunday","Weekend",61
6962181067,"2016-04-24 00:00:00",1,511,514,"2016-04-24",24,0,"Sunday","Weekend",3
6962181067,"2016-04-17 00:00:00",1,427,446,"2016-04-17",17,0,"Sunday","Weekend",19
7086361926,"2016-04-24 00:00:00",1,681,704,"2016-04-24",24,0,"Sunday","Weekend",23
3977333714,"2016-04-17 00:00:00",1,381,566,"2016-04-17",17,0,"Sunday","Weekend",185
1503960366,"2016-04-24 00:00:00",1,430,449,"2016-04-24",24,0,"Sunday","Weekend",19
2026352035,"2016-04-24 00:00:00",1,555,591,"2016-04-24",24,0,"Sunday","Weekend",36
8378563200,"2016-05-08 00:00:00",1,545,606,"2016-05-08",8,0,"Sunday","Weekend",61
8378563200,"2016-04-24 00:00:00",1,458,492,"2016-04-24",24,0,"Sunday","Weekend",34
7086361926,"2016-05-01 00:00:00",1,388,407,"2016-05-01",1,0,"Sunday","Weekend",19
1644430081,"2016-05-08 00:00:00",1,137,154,"2016-05-08",8,0,"Sunday","Weekend",17
4702921684,"2016-04-24 00:00:00",1,480,506,"2016-04-24",24,0,"Sunday","Weekend",26
3977333714,"2016-04-24 00:00:00",1,310,526,"2016-04-24",24,0,"Sunday","Weekend",216
6117666160,"2016-05-08 00:00:00",1,555,603,"2016-05-08",8,0,"Sunday","Weekend",48
